Date,Action,Price,Amount_USD,Shares,Cash,Total_Value,Type
2026-05-04,GAP_BUY,16.587877057663082,10.0,13.220895253256751,100.0,319.30658505326437,Bearish Gap x2
2026-05-05,GAP_SELL,16.597804078944442,10.0,12.61840591476132,110.0,319.43782916180214,Bullish Gap x1
2026-05-06,INTRADAY_SELL,17.156040057066257,10.0,12.035520822004662,120.0,326.481877329967,Volatility Spike
2026-05-07,INTRADAY_BUY,17.007230545914428,5.0,12.329513426297376,115.0,324.6908773599868,Volatility Dip
2026-05-11,INTRADAY_BUY,17.096326404590236,5.0,12.621973916444402,110.0,325.78938594575766,Volatility Dip
2026-05-12,INTRADAY_BUY,16.977531132731258,5.0,12.916480812700973,105.0,324.2899551229567,Volatility Dip
2026-05-18,INTRADAY_SELL,16.889107972342302,5.0,12.620432021480736,110.0,323.1478390683944,Volatility Spike
2026-05-19,GAP_BUY,16.90999984741211,5.0,12.916115051943045,105.0,323.41150355751415,Bearish Gap x1
2026-05-20,INTRADAY_BUY,16.883132683002497,5.0,13.21226862094472,100.0,323.0644841708801,Volatility Dip
2026-05-21,GAP_BUY,17.149999618530273,5.0,13.50381381693397,95.0,326.59040180912143,Bearish Gap x1
2026-05-22,INTRADAY_BUY,17.361803433934433,5.0,13.791802332587089,90.0,329.45056109805546,Volatility Dip
2026-05-26,INTRADAY_SELL,17.53442252720831,10.0,13.221495555475785,100.0,331.83128951131914,Volatility Spike
2026-05-27,INTRADAY_SELL,17.675586528477055,10.0,12.655743466633412,110.0,333.69768872668703,Volatility Spike
2026-05-28,INTRADAY_BUY,17.5113878058421,5.0,12.941271949894569,105.0,331.6196318154702,Volatility Dip
2026-05-29,INTRADAY_BUY,17.54130544105103,5.0,13.22631344904655,100.0,332.0068040688067,Volatility Dip
2026-06-01,GAP_BUY,17.360000610351562,10.0,13.802350295153406,90.0,329.6088095481492,Bearish Gap x2
2026-06-02,INTRADAY_SELL,17.53442252720831,10.0,13.232043518042103,100.0,332.01624194375813,Volatility Spike
2026-06-04,GAP_SELL,17.559999465942383,10.0,12.662567418717897,110.0,332.3546771101457,Bullish Gap x1
2026-06-05,GAP_BUY,17.68000030517578,5.0,12.945372843700625,105.0,333.87419582724135,Bearish Gap x1
